City,q,Q_bc_avg
Zhengzhou,0.15,0.5649626173324602
Zhengzhou,0.16,0.5297437786509496
Zhengzhou,0.17,0.4942507094520847
Zhengzhou,0.18,0.4788924361493125
Zhengzhou,0.19,0.439812540929928
Zhengzhou,0.2,0.4086498581095831
Zhengzhou,0.21,0.37375163719711846
Zhengzhou,0.22,0.35540547915302334
Zhengzhou,0.23,0.2901017790875355
Zhengzhou,0.24,0.27071872953503595
Zhengzhou,0.25,0.23541393800480243
Zhengzhou,0.26,0.214566961362148
Zhengzhou,0.27,0.16516999563414106
Zhengzhou,0.28,0.14997680637415411
Zhengzhou,0.29,0.10879174852652258
Zhengzhou,0.3,0.09732864003492685
Zhengzhou,0.31,0.07962098886705961
Zhengzhou,0.32,0.05647511460379828
Zhengzhou,0.33,0.044189314560139706
Zhengzhou,0.34,0.040329622353197994
Zhengzhou,0.35,0.029985265225933207
Zhengzhou,0.36,0.02752128356254092
Zhengzhou,0.37,0.02142954595066579
Zhengzhou,0.38,0.017628519973804848
Zhengzhou,0.39,0.015868533071381797
Zhengzhou,0.4,0.01373744815542458
Zhengzhou,0.41,0.01095694171578258
Zhengzhou,0.42,0.010700447500545735
Zhengzhou,0.43,0.010091955904824274
Zhengzhou,0.44,0.007928127046496399
Zhengzhou,0.45,0.007876282471076185
Zhengzhou,0.46,0.006446463654223968
Zhengzhou,0.47,0.00566879502292076
Zhengzhou,0.48,0.005728825583933639
Zhengzhou,0.49,0.005146256275922288
Zhengzhou,0.5,0.0045213927090155
Zhengzhou,0.51,0.004151659026413447
Zhengzhou,0.52,0.0034735865531543334
Zhengzhou,0.53,0.003318052826893691
Zhengzhou,0.54,0.00308611656843484
Zhengzhou,0.55,0.003000163719711853
Zhengzhou,0.56,0.0028951102379393143
Zhengzhou,0.57,0.0026672669722767957
Zhengzhou,0.58,0.0024762606417812706
Zhengzhou,0.59,0.00207787600960489
Zhengzhou,0.6,0.002188386815105872
Zhengzhou,0.61,0.0019005129884304736
Zhengzhou,0.62,0.0018309321108928183
Zhengzhou,0.63,0.0016276468020082954
Zhengzhou,0.64,0.0015307793058284215
Zhengzhou,0.65,0.0015457869460816418
Zhengzhou,0.66,0.001388888888888889
Zhengzhou,0.67,0.0012278978388998035
Zhengzhou,0.68,0.001182874918140144
Zhengzhou,0.69,0.0012047042130539187
Zhengzhou,0.7,0.0010628137961143855
Zhengzhou,0.71,0.0009727679545950667
Zhengzhou,0.72,0.0010396201702685
Zhengzhou,0.73,0.000904551407989522
Zhengzhou,0.74,0.0008104125736738703
Zhengzhou,0.75,0.0008349705304518664
Zhengzhou,0.76,0.0007885832787600959
Zhengzhou,0.77,0.0007353743724077712
Zhengzhou,0.78,0.0006835297969875573
Zhengzhou,0.79,0.0006385068762278978
Zhengzhou,0.8,0.0006657934948701156
Zhengzhou,0.81,0.0006275922287710108
Zhengzhou,0.82,0.0005484610347085791
Zhengzhou,0.83,0.0004747871643745907
Zhengzhou,0.84,0.0005007094520846978
Zhengzhou,0.85,0.00048297314996725605
Zhengzhou,0.86,0.0004406788910718185
Zhengzhou,0.87,0.00041475660336171146
Zhengzhou,0.88,0.00042567125081859866
Zhengzhou,0.89,0.00038746998471949365
Zhengzhou,0.9,0.0003479043876882778
Zhengzhou,0.91,0.0003288037546387252
Zhengzhou,0.92,0.00031379611438550544
Zhengzhou,0.93,0.00028923815760750944
Zhengzhou,0.94,0.00029605981226806384
Zhengzhou,0.95,0.00026195153896529146
Zhengzhou,0.96,0.00023602925125518448
Zhengzhou,0.97,0.00022102161100196464
Zhengzhou,0.98,0.00020464963981663397
Zhengzhou,0.99,0.0001541693953285309
Zhengzhou,1.0,0.0
