排名,节点ID,X坐标,Y坐标,度数,介数中心性
811,32783,484331.9245,4650461.9313,4,0.01213828
812,32227,545501.2281,4645776.0417,4,0.01213455
813,991,552126.1697,4604085.7429,3,0.01210358
814,25896,533740.7018,4628836.4241,4,0.01207103
815,24935,536077.8514,4627984.8563,4,0.01205729
816,8828,525161.7391,4618114.3455,2,0.01205291
817,8369,525313.8823,4617681.0409,2,0.01204423
818,1089,552037.916,4604856.457,4,0.01203571
819,5317,537640.688,4614879.5268,3,0.01202785
820,5967,537414.5547,4615371.4551,3,0.01202229
821,2993,531018.5339,4612647.4072,4,0.01201939
822,28727,531053.5908,4633890.6511,4,0.01201527
823,2387,524694.5823,4611630.3918,3,0.0120122
824,4307,546289.3719,4614118.2355,4,0.0120086
825,21177,473546.1358,4625609.6487,4,0.01198905
826,31831,545487.7751,4644087.7752,4,0.01196876
827,36021,524802.583,4619149.9003,4,0.01196846
828,2251,525363.4475,4611485.8176,4,0.01196678
829,20770,538825.3253,4625407.7837,4,0.0119461
830,6497,548973.6285,4615645.4302,4,0.01193106
831,34986,537764.0959,4721530.3199,4,0.0119027
832,26594,533812.558,4629473.7135,4,0.01189257
833,2393,526256.5302,4611543.1864,2,0.01187694
834,9714,533400.1812,4619645.3564,4,0.01187624
835,15911,533639.5361,4622884.9463,5,0.0118751
836,2253,525796.2327,4611446.8252,2,0.01184788
837,14875,535826.1851,4622556.9435,3,0.01184036
838,11399,524072.0568,4621140.4727,3,0.01184003
839,25512,539875.15,4628503.5279,3,0.01181976
840,33641,545597.3659,4658161.6188,3,0.01171344
841,33571,544055.212,4657560.1895,4,0.01170134
842,2431,534363.4555,4611703.1954,4,0.01168809
843,3803,536540.6624,4613469.4257,4,0.011663
844,17044,530467.8812,4623403.4698,3,0.01161425
845,20750,517240.5106,4625396.5355,4,0.01159994
846,32511,549233.9449,4647117.5354,4,0.01157316
847,29054,537740.7351,4634758.1897,3,0.01153161
848,12410,531461.0102,4621578.1979,4,0.01152556
849,16005,533639.6362,4622930.8453,4,0.01150803
850,8771,473053.0366,4618203.3087,3,0.01148965
851,2484,525991.5488,4611830.7619,3,0.01148379
852,26141,540562.9023,4628969.8611,3,0.01143707
853,16785,535641.0465,4623287.2774,4,0.0114338
854,4212,536542.4092,4614020.3113,4,0.01142961
855,34308,526317.4989,4673710.938,3,0.01138288
856,17985,550018.2256,4623966.711,4,0.01135629
857,15951,534616.6033,4622903.5648,3,0.0113396
858,13976,535458.4693,4622224.0282,3,0.01132826
859,5623,548152.2183,4615056.6428,4,0.01132329
860,16893,516595.2812,4623331.0727,4,0.01128942
861,6552,537308.2286,4615685.2052,4,0.01126536
862,22219,539624.0255,4626258.4504,4,0.01126316
863,3170,537274.2704,4613053.589,4,0.01125597
864,26226,533781.7086,4629088.0335,4,0.01124493
865,14736,532567.3242,4622512.8403,3,0.01124243
866,15934,537518.2432,4622894.0937,3,0.01124081
867,31796,546656.312,4643980.5338,3,0.01122782
868,21829,515041.0643,4626017.9485,4,0.01121235
869,1441,525312.2534,4608572.0994,4,0.01119944
870,16978,530111.772,4623379.7783,4,0.011183
871,30000,520321.9806,4638283.2561,3,0.01116796
872,32858,488873.887,4651286.6353,3,0.01115922
873,17969,524161.6978,4623960.2235,4,0.01112364
874,2754,526022.6561,4612241.5076,3,0.0111062
875,5590,548172.6487,4615021.6543,4,0.01110098
876,16289,535637.5805,4623055.3019,4,0.01109464
877,1496,550235.0496,4608770.9368,3,0.01104332
878,17036,538158.0307,4623398.8688,4,0.01103548
879,20686,522908.4146,4624137.0364,2,0.01101217
880,15093,553445.1897,4622631.7525,4,0.01101086
881,32989,494575.5777,4651768.8625,3,0.01098998
882,25753,529793.9729,4628683.0224,4,0.01096937
883,15203,523316.8909,4622660.3068,3,0.01096602
884,18149,522931.4163,4624071.3163,2,0.01095836
885,22788,532504.2983,4626648.899,3,0.01094458
886,17459,523049.1199,4623658.9571,2,0.01093149
887,3114,527189.2741,4612862.1502,4,0.01092793
888,18150,523019.0672,4623768.5091,2,0.010927
889,7473,534869.6865,4616404.5558,4,0.01090061
890,23334,542541.9406,4627037.9436,3,0.01086607
891,19929,535949.5299,4624978.7604,4,0.01081528
892,16068,538770.6097,4622972.164,3,0.01080805
893,32538,497681.416,4647758.3576,3,0.01080132
894,4395,548591.7398,4614302.5026,3,0.01078706
895,22257,533161.8966,4626275.0165,5,0.01078389
896,8152,525446.815,4617397.9651,4,0.01076043
897,15854,535668.2707,4622850.7206,3,0.0107576
898,22057,512483.974,4626144.0478,4,0.01075101
899,14946,532533.8112,4622589.6071,3,0.01074078
900,22502,532802.963,4626486.5321,3,0.01073267
901,22650,532602.9732,4626594.8675,3,0.01072221
902,33108,488939.6468,4653455.7178,3,0.0107169
903,26322,551897.8327,4629168.39,4,0.01070752
904,1104,545489.9995,4605106.9953,3,0.01069316
905,17222,529837.5859,4623447.0657,4,0.01068384
906,32721,479119.3109,4649964.7067,3,0.01067977
907,12240,537781.9475,4621528.9886,4,0.01066995
908,21178,473427.2497,4623154.1138,2,0.01065844
909,2843,541625.2497,4612479.5694,3,0.01065647
910,17219,529519.3005,4623503.8115,3,0.01064884
911,16163,473459.1686,4623009.9725,2,0.01064681
912,7260,525930.1119,4616103.385,3,0.01064061
913,2539,541717.3895,4611919.5649,3,0.01062355
914,4408,540314.3093,4614343.835,4,0.01060428
915,4159,545882.3199,4613972.7682,3,0.01059339
916,25186,533194.6114,4628085.8065,2,0.01054386
917,6001,537431.4773,4615385.0997,3,0.01054161
918,2997,543230.3121,4612647.884,4,0.01053828
919,21013,521304.3748,4625515.0224,3,0.01052479
920,16342,537704.1481,4623080.2766,4,0.01049191
921,18636,535044.4518,4624236.7433,4,0.01048998
922,1549,552846.9836,4609139.2492,3,0.01048307
923,9264,532230.2826,4618921.2336,3,0.01046418
