排名,节点ID,X坐标,Y坐标,度数,介数中心性
11370,26981,408881.5651,3393011.1468,3,0.00019844
11371,31554,414132.5969,3395898.1179,3,0.00019832
11372,13902,410231.6297,3383404.9079,4,0.00019829
11373,27709,424759.0613,3393659.9585,3,0.00019826
11374,13872,409636.406,3383394.2452,3,0.00019824
11375,24795,406527.1948,3391247.9436,4,0.00019811
11376,25767,413467.9861,3392036.7256,3,0.00019808
11377,34272,416986.1652,3398159.4114,2,0.00019797
11378,35041,429822.637,3399332.4015,2,0.0001979
11379,12255,414939.636,3382295.3116,2,0.00019778
11380,18986,399235.0263,3386881.4127,3,0.00019754
11381,17863,412396.5212,3385973.5199,3,0.00019746
11382,28598,417850.9493,3394083.0869,3,0.00019744
11383,24248,373762.2702,3391028.7251,3,0.0001974
11384,6442,401864.9162,3374772.494,3,0.00019732
11385,27586,412505.1135,3393546.9015,2,0.00019722
11386,43936,427778.4456,3417213.1385,3,0.00019719
11387,10621,401337.3506,3380689.013,4,0.00019704
11388,30116,413974.4571,3395053.8117,3,0.00019703
11389,31997,408152.3157,3396243.8821,3,0.00019695
11390,41918,422056.0004,3411046.0938,3,0.00019692
11391,4104,406863.6549,3370252.7326,4,0.00019687
11392,19160,361222.528,3387009.0719,2,0.0001968
11393,22775,409126.5091,3390078.2588,3,0.00019663
11394,37483,401115.4224,3403568.5482,3,0.00019648
11395,17068,414094.6299,3385368.0439,3,0.00019625
11396,10828,370106.2131,3380941.7568,3,0.00019618
11397,32657,408124.0741,3396707.1167,3,0.00019614
11398,6184,402118.3405,3374235.3928,2,0.0001961
11399,36721,400923.6569,3402535.4917,3,0.00019608
11400,36484,398033.0401,3402153.0658,3,0.00019604
11401,30825,410656.117,3395419.4821,3,0.00019604
11402,15578,409855.136,3384343.1533,4,0.000196
11403,38532,424533.224,3404657.3394,2,0.00019588
11404,11013,412803.0245,3381083.6787,3,0.00019584
11405,27163,412294.0475,3393180.1979,4,0.00019576
