排名,节点ID,X坐标,Y坐标,度数,介数中心性
7739,15940,764736.8784,2549816.7091,1,0.0
7740,1521,824876.5176,2516630.508,1,0.0
7741,1515,826088.1857,2516624.5243,1,0.0
7742,1514,827757.2099,2516453.495,1,0.0
7743,9679,773466.2645,2538409.4341,1,0.0
7744,9654,810667.3428,2538568.8438,1,0.0
7745,9653,808697.7677,2538346.5446,1,0.0
7746,9649,803075.1358,2538558.7448,1,0.0
7747,9705,770445.1011,2538438.9702,1,0.0
7748,9699,819570.7076,2538610.5609,1,0.0
7749,9686,808722.8139,2538629.6645,1,0.0
7750,9683,815266.715,2538629.3398,1,0.0
7751,9682,774176.8585,2538571.8302,1,0.0
7752,15883,767398.7885,2549739.9395,1,0.0
7753,15880,812136.7325,2549726.6759,1,0.0
7754,19321,784456.905,2557779.7657,1,0.0
7755,19312,796356.4827,2557893.1543,1,0.0
7756,9753,795915.4995,2538337.9551,1,0.0
7757,9751,795756.8231,2538497.2209,1,0.0
7758,9791,820053.0164,2538918.5528,1,0.0
7759,9768,772709.0249,2538820.6355,1,0.0
7760,9762,773603.2875,2538811.8242,1,0.0
7761,9756,829202.0816,2538800.0038,1,0.0
7762,15859,805256.1131,2549683.9987,1,0.0
7763,15858,797714.4428,2549663.0123,1,0.0
7764,15237,810944.9025,2548580.91,1,0.0
7765,11406,805348.4278,2541378.6764,1,0.0
7766,11402,811193.1301,2542322.2249,1,0.0
7767,11400,798698.28,2542057.187,1,0.0
7768,11385,828591.3082,2542103.7464,1,0.0
7769,1440,820666.0389,2516521.4805,1,0.0
7770,1530,784587.1329,2516650.2914,1,0.0
7771,1523,784190.2351,2516630.8199,1,0.0
7772,11422,805666.9631,2541604.5461,1,0.0
7773,15214,809839.3591,2548661.0491,1,0.0
7774,15201,805048.5233,2548529.9476,1,0.0
7775,15181,785531.0435,2548611.112,1,0.0
7776,9809,763444.6556,2538924.3059,1,0.0
7777,14054,775343.6089,2546064.9794,1,0.0
7778,14052,796051.0973,2546064.8632,1,0.0
7779,14048,810877.3421,2546056.1334,1,0.0
7780,14094,796731.3298,2546156.0071,1,0.0
7781,14434,780693.7927,2546025.6323,1,0.0
7782,14428,805830.0919,2546803.1258,1,0.0
7783,14426,794664.5388,2546797.2414,1,0.0
7784,14420,779151.8074,2546787.8913,1,0.0
7785,19443,766590.5714,2558019.504,1,0.0
7786,22060,785783.5686,2560494.8108,1,0.0
7787,6761,793953.2806,2529015.8898,1,0.0
7788,1381,824873.9804,2516142.7231,1,0.0
7789,1378,824845.0577,2516334.136,1,0.0
7790,19482,791129.0621,2557995.1899,1,0.0
7791,19470,786838.6595,2558053.1004,1,0.0
7792,1430,783799.9365,2516516.7219,1,0.0
7793,1424,783011.7572,2516429.9937,1,0.0
7794,1407,784527.2888,2516465.582,1,0.0
7795,1405,784152.4417,2516454.821,2,0.0
7796,14454,799299.8515,2546897.3713,1,0.0
7797,14452,805490.4385,2546537.8538,1,0.0
7798,14451,804873.729,2546892.0578,1,0.0
7799,14064,827528.4038,2545980.8136,2,0.0
7800,21774,779475.3985,2551264.1842,2,0.0
7801,11444,773834.5646,2542404.9963,1,0.0
7802,11442,806319.7516,2541680.1371,1,0.0
7803,11424,772670.9232,2542380.6137,1,0.0
7804,9804,763438.7371,2538918.2408,1,0.0
7805,9796,790188.4151,2538949.413,1,0.0
7806,15826,805015.6725,2549604.1833,1,0.0
7807,15808,805153.149,2549530.4374,1,0.0
7808,15796,802810.2321,2549524.5017,1,0.0
7809,9880,801381.3511,2539086.4434,1,0.0
7810,9859,800901.1754,2539085.3708,1,0.0
7811,9839,771712.0714,2539054.68,1,0.0
7812,9924,802027.1652,2538988.0852,1,0.0
7813,9914,800445.6736,2538899.4072,1,0.0
7814,9902,800990.0524,2539166.6882,1,0.0
7815,9897,806971.5664,2539154.6987,1,0.0
7816,9890,800925.0715,2539122.1164,1,0.0
7817,1398,782990.2544,2516439.9246,1,0.0
7818,1397,783004.9191,2516431.611,1,0.0
7819,1395,783127.7046,2516352.7861,1,0.0
7820,15754,805192.8379,2549467.262,2,0.0
7821,15744,805254.4974,2549309.1359,1,0.0
7822,10029,775255.931,2539549.5714,1,0.0
7823,10005,821624.0961,2539532.5915,1,0.0
7824,9978,772970.8546,2539425.5612,1,0.0
7825,10064,771365.6733,2539613.7729,1,0.0
7826,10059,801498.263,2539326.8781,1,0.0
7827,10106,800651.7045,2539646.1306,1,0.0
7828,10099,807852.496,2539327.0986,1,0.0
7829,1366,820949.4899,2516274.6688,1,0.0
7830,1358,822809.5898,2516328.2824,1,0.0
7831,19531,778590.5677,2558271.9074,1,0.0
7832,19526,794338.3181,2558194.7816,2,0.0
7833,19510,791287.4495,2558108.7491,1,0.0
7834,1400,784785.4229,2516108.3749,1,0.0
7835,1399,784630.3123,2516442.2957,1,0.0
