排名,节点ID,X坐标,Y坐标,度数,介数中心性
5449,5018,728461.1937,3839032.8611,4,0.00054031
5450,6404,780410.4456,3843031.5632,4,0.00054022
5451,10783,740117.6055,3848613.1362,2,0.0005402
5452,16878,751316.091,3852805.0711,4,0.00053998
5453,22992,744212.7789,3861652.0687,3,0.0005399
5454,17426,754226.1168,3853252.3021,4,0.00053967
5455,8403,742302.7271,3846298.2944,4,0.00053939
5456,4401,740953.9289,3836094.5128,2,0.00053929
5457,17043,748799.6284,3852897.8262,4,0.00053925
5458,10992,752776.5849,3848741.4696,4,0.00053903
5459,21879,724260.441,3859961.5919,4,0.00053895
5460,20432,729510.2633,3857750.6786,3,0.00053886
5461,2177,678249.2392,3820532.4717,3,0.0005384
5462,15265,751898.2417,3851731.8102,3,0.00053836
5463,6658,740115.128,3843322.6493,3,0.00053821
5464,8172,681459.1014,3846064.6385,3,0.00053784
5465,11133,740303.3043,3848800.7965,4,0.00053766
5466,464,702550.3091,3809124.0437,2,0.00053718
5467,21742,722883.6845,3859788.0105,3,0.00053672
