排名,节点ID,X坐标,Y坐标,度数,介数中心性
2701,5113,649914.8292,2751853.5879,3,0.00128355
2702,512,642821.6143,2724604.4368,2,0.00128355
2703,513,642808.2395,2724607.4782,2,0.00128355
2704,5510,663082.3623,2752656.1653,3,0.00128355
2705,8707,609804.8993,2759671.5817,2,0.00128355
2706,9291,617207.1004,2761959.1148,3,0.00128355
2707,12771,589348.7514,2797636.9176,2,0.00128355
2708,9317,651203.9401,2762017.815,3,0.00128355
2709,9684,599529.067,2763001.6485,2,0.00128355
2710,8209,606316.8258,2756637.0289,2,0.00128355
2711,1710,645386.5792,2736284.0864,3,0.00128355
2712,13321,596598.4131,2822686.6397,2,0.00128355
2713,13319,598817.9213,2822679.289,2,0.00128355
2714,10405,680413.3595,2766683.9365,3,0.00128355
2715,14683,640469.3334,2798766.3423,3,0.00128355
2716,5670,661516.3107,2753046.1494,2,0.00128318
2717,10028,658931.8378,2763855.6901,2,0.00128293
2718,1011,639490.3065,2732696.6057,2,0.00128259
2719,1009,639483.5379,2732714.6684,2,0.00128259
2720,949,639137.3671,2732645.2463,2,0.00128255
2721,1004,639474.5857,2732738.5793,2,0.00128243
2722,4531,664006.3128,2750208.4395,3,0.00128167
2723,3873,660292.7551,2745470.2749,4,0.00128073
2724,12861,634745.169,2799615.0546,4,0.00128038
2725,10108,665864.2398,2764797.7133,2,0.00127993
2726,10107,665227.9242,2764554.0895,2,0.00127981
2727,11248,616768.3028,2772619.7419,4,0.00127968
2728,6351,662430.6787,2754263.0362,4,0.00127853
2729,8598,667166.2971,2759344.6073,2,0.00127742
2730,5860,665602.3717,2753457.7969,3,0.00127546
2731,2581,654511.567,2739377.3915,4,0.00127414
2732,2603,654525.8124,2739394.8305,4,0.00127323
2733,7211,660820.6365,2755816.6501,3,0.00127274
2734,2069,642722.8916,2737504.6542,2,0.0012703
2735,8171,660303.3485,2757639.627,3,0.00126858
2736,13937,658933.7684,2753801.5686,4,0.00126855
2737,11158,624227.2283,2771936.0928,2,0.00126716
2738,5340,666167.8173,2752451.2264,3,0.00126168
2739,6415,660974.2178,2754477.9194,3,0.00126108
2740,8678,660673.4725,2759671.8752,3,0.001261
2741,6584,662909.4245,2754505.1878,2,0.00126039
2742,7805,660044.6211,2756810.6844,3,0.00126028
2743,13233,603539.7933,2818698.0683,2,0.00126025
2744,6064,659119.7933,2753817.6174,2,0.00125794
2745,6062,659123.3641,2753799.7917,2,0.00125794
2746,1051,648473.2384,2734251.9683,3,0.00125518
2747,10128,639313.8537,2764862.1328,2,0.00124936
2748,5716,659093.8775,2753163.6255,3,0.00124517
2749,13111,616446.7565,2809241.3224,2,0.00124044
2750,1288,643329.6807,2735047.5307,4,0.00123906
2751,1809,663443.5945,2737081.8944,4,0.00123814
2752,12692,589822.6287,2797155.8347,2,0.00123769
2753,3798,653916.584,2745322.0126,4,0.00123735
2754,6820,659705.3714,2755150.5175,4,0.00123465
2755,499,662708.9657,2723878.8278,2,0.00123117
2756,1566,663071.1142,2735871.0529,3,0.00123113
2757,10861,681342.2228,2768941.9271,3,0.0012309
2758,5440,694670.7743,2752573.6166,3,0.00122958
2759,2666,654363.021,2739525.0107,3,0.00122759
2760,9220,669781.9785,2761723.9874,4,0.00122714
2761,2290,662867.8947,2738389.1031,3,0.00122556
2762,12010,690471.2579,2781539.0522,3,0.00122484
2763,5033,654512.4877,2751704.824,2,0.00122266
2764,6499,660497.3102,2754607.8684,3,0.00122107
2765,8526,658732.4797,2759196.9541,4,0.00122101
2766,12092,639838.1222,2779802.247,2,0.0012184
2767,4003,659885.353,2746022.7777,3,0.00121727
2768,3666,674134.7711,2744827.4049,4,0.0012164
2769,10270,669784.5174,2765811.5843,3,0.00121347
2770,3104,652716.1534,2741000.8063,2,0.00121137
2771,10276,669469.678,2765854.1175,2,0.00120761
2772,1901,642672.2568,2737435.0409,2,0.00120677
2773,9061,641528.3875,2761388.6041,2,0.00120541
2774,10079,662848.4772,2764350.1061,2,0.00120504
2775,1607,667325.6252,2735993.1846,4,0.00120011
2776,3766,659727.4267,2745297.9193,3,0.00119265
2777,2844,665156.1691,2740534.9673,5,0.00119158
2778,5452,677195.8067,2752580.5158,4,0.00119055
2779,12096,612495.855,2782683.0912,2,0.00118986
2780,2030,665216.8043,2737739.7404,4,0.00118984
2781,8925,673817.027,2760787.1588,2,0.00118942
2782,10154,639205.2443,2764951.6962,3,0.0011893
2783,262,663003.2775,2719071.6019,3,0.00118607
2784,10855,680725.3015,2768940.6651,4,0.00118385
2785,3507,659633.9286,2743861.2395,4,0.00118251
2786,8612,647950.663,2759543.8601,4,0.00118165
2787,10972,681552.3262,2770881.055,3,0.00117888
2788,12093,639883.2623,2779801.6258,2,0.00117885
2789,5904,659019.3087,2753550.6424,3,0.00117739
2790,7264,661465.5213,2755881.717,3,0.00117459
