排名,节点ID,X坐标,Y坐标,度数,接近中心性
7042,9809,763444.6556,2538924.3059,1,0.01633361
7043,14577,759266.919,2547154.9632,1,0.01633148
7044,2248,826061.843,2518624.5542,3,0.01632988
7045,2202,821884.3721,2518543.3349,3,0.01632971
7046,2296,822156.1701,2518734.5091,4,0.01632
7047,2299,821347.3127,2518744.1663,3,0.01631569
7048,2634,825269.2226,2519517.0598,3,0.0163104
7049,2625,824746.5567,2519509.5428,3,0.01629024
7050,16617,760179.2004,2550897.2339,2,0.01628671
7051,2181,820538.7824,2518499.668,3,0.0162821
7052,2162,819952.9849,2518464.5715,3,0.01627961
7053,2350,821476.8653,2518831.6481,4,0.01627912
7054,2176,820517.8336,2518251.9613,1,0.01627857
