排名,节点ID,X坐标,Y坐标,度数,接近中心性
2109,7097,661317.4655,2755557.1368,3,0.02727446
2110,3051,671451.7336,2741479.8048,4,0.02726941
2111,2755,668192.1455,2740125.7634,4,0.02726812
2112,7919,659993.2706,2757077.1632,2,0.02726754
2113,9664,646609.9172,2762430.9074,2,0.02726409
2114,863,643564.9751,2731156.4346,3,0.02726308
2116,9731,659798.9399,2762846.871,1,0.02726293
2115,9486,639615.1761,2762443.631,3,0.02726293
2117,3348,659038.0524,2743184.1398,3,0.02726265
2118,7061,661487.2202,2755520.0294,3,0.02726164
2119,8290,667685.1056,2757999.5379,3,0.0272589
2120,8406,666215.1802,2758443.8796,1,0.02725775
2121,11411,650773.3,2773800.54,3,0.02724725
2122,5138,656871.0347,2751492.8876,1,0.02724236
2123,9669,646613.89,2762444.6071,2,0.02724064
2124,7092,661329.7718,2755554.4345,4,0.02723604
2125,9511,639586.6235,2762493.1934,4,0.02723575
2126,6694,661400.561,2754998.8551,3,0.02723547
2127,3237,669943.4563,2742486.4775,1,0.02723532
2128,5061,657949.7615,2751746.6254,2,0.02723245
2129,8474,660905.96,2758988.5426,2,0.02723216
2130,2251,661751.8448,2738311.6085,2,0.02722469
2131,4789,653865.5579,2747306.2236,2,0.02722426
2132,4445,667637.0542,2749986.3603,3,0.02721781
2133,2362,662925.9876,2738584.8068,4,0.02721379
2134,3434,659351.0104,2743552.2625,3,0.0272135
2135,6913,661419.0078,2755262.0851,3,0.02720863
2137,5099,649860.8555,2751828.9973,3,0.02720648
2136,5086,649906.6853,2751791.416,3,0.02720648
2138,1746,641446.5969,2736530.7367,2,0.02720619
2139,8009,668006.0242,2757334.7403,4,0.02720189
2140,3830,658959.2693,2745340.4204,4,0.02720117
2141,7321,660323.973,2756030.7885,3,0.02720074
2142,3496,659635.7608,2743846.1962,4,0.02719258
2143,1901,642672.2568,2737435.0409,2,0.02719071
2144,3927,653106.3727,2745769.934,1,0.02719043
2145,2246,661765.526,2738280.0001,2,0.02718084
2146,10445,665002.3513,2766803.4114,3,0.02718041
2147,6757,661267.5584,2755098.4821,4,0.02717941
2148,7557,661042.5369,2756465.9385,3,0.02717869
2149,4750,668319.1439,2751002.3224,4,0.02717783
2150,6946,661760.8499,2755193.8613,1,0.02717755
2151,7301,661214.7719,2755985.8976,3,0.02717526
2152,4971,668653.2986,2751504.4856,3,0.02717454
2153,7436,661343.5852,2756230.9613,3,0.02717197
2154,9478,650398.4207,2762424.8513,2,0.02717197
2155,2491,647807.8664,2739190.9494,3,0.02717068
2156,3325,647133.361,2743118.7912,3,0.02716911
2157,5946,666147.0717,2753615.3519,1,0.02716225
2158,9576,639645.2464,2762759.1623,4,0.0271621
2159,7923,660119.0944,2757083.9583,3,0.0271601
2160,14053,669136.4326,2754378.5231,4,0.02715996
2161,7961,666272.2864,2757153.4961,3,0.02715568
2162,3592,658605.2479,2744302.9402,3,0.02715539
2163,7230,666810.2925,2755545.7759,3,0.0271551
2164,7561,660404.7473,2756472.0648,4,0.02715425
2166,7339,661255.981,2756075.186,4,0.02715368
2165,2464,655262.6983,2739022.2682,4,0.02715368
2167,867,643575.575,2731159.8781,3,0.02715239
2168,14214,666881.1021,2755475.1909,4,0.02715139
2169,14022,669123.4809,2754354.9375,4,0.02715096
2170,14049,669121.4799,2754378.0695,4,0.02714925
2171,3989,655042.3154,2745990.0314,3,0.02714754
2172,4046,654981.0621,2746197.073,3,0.02714725
2173,13647,669269.4668,2743763.7307,1,0.02714311
2174,13649,669297.8028,2743763.9939,1,0.02714311
2175,6832,660375.6384,2755158.3142,2,0.0271404
2176,4767,664393.0314,2751052.1895,1,0.02713969
2177,14087,669074.3182,2754431.4979,4,0.02713869
2178,9657,639329.0624,2762926.4355,2,0.02713541
2179,5035,654045.0318,2751704.8767,2,0.02713313
2180,1793,646387.4809,2736989.6415,3,0.0271327
2181,3391,658909.7762,2743240.561,3,0.02712899
2182,5206,654048.3272,2751741.7655,2,0.02712857
2183,1444,642810.3819,2735488.7006,3,0.027126
2184,6940,668852.3976,2754761.3074,2,0.02712486
2185,13632,668005.5108,2743132.6153,1,0.02711802
2186,14115,669034.5046,2754495.9594,3,0.02711631
2187,2416,655992.7326,2738717.1997,4,0.02711603
2188,11279,651346.1481,2772749.5094,3,0.02711503
2189,4790,654255.792,2751126.9675,3,0.02711375
2190,7270,661444.4192,2755890.1755,3,0.02711318
2191,9484,650003.0989,2762000.6486,2,0.02711019
2193,9249,669198.3214,2761757.4953,4,0.02710976
2192,2124,665357.1253,2738057.632,4,0.02710976
2194,2691,665209.4513,2739710.398,4,0.02710919
2195,893,640458.1373,2731696.152,4,0.02710307
2196,6828,661167.9493,2755157.4726,4,0.02709468
2197,3056,671492.0807,2741498.1734,3,0.02709255
2198,9277,651215.5315,2761834.8688,1,0.02709113
2199,9344,651066.3745,2762045.3956,1,0.02709113
2201,3588,660576.0986,2744292.8111,1,0.02708999
2200,1280,643349.8737,2735029.9075,3,0.02708999
2202,1638,645860.5747,2736090.0694,3,0.02708814
2203,1797,646761.8591,2736991.5126,3,0.02708502
2204,7543,660898.5138,2756419.4878,3,0.02708416
2206,9921,659291.8972,2763535.9045,2,0.02707649
2205,7298,661226.2118,2755982.0995,4,0.02707649
2207,3512,658837.4817,2743928.4477,4,0.02707564
2208,6096,665098.8042,2753868.3217,1,0.02707465
2209,2320,662861.9629,2738422.9839,3,0.02707096
2210,9969,659473.2812,2763512.5388,3,0.02706897
2211,2590,654577.9614,2739386.4024,4,0.02706698
2212,3351,659016.3193,2743189.7159,4,0.02706259
2213,2900,652989.2119,2740803.0446,2,0.02705946
2214,4792,666599.5546,2751024.3899,1,0.02705592
2215,8156,660316.3848,2757606.2491,3,0.02705535
2216,3435,673037.1239,2743557.4593,3,0.02705167
2217,7338,661264.2884,2756062.8551,3,0.02704756
2218,2893,670802.5833,2740799.3716,4,0.02704742
2219,2281,662820.9502,2738383.9425,3,0.02704288
2220,6979,660498.0945,2755381.3838,3,0.02704161
2221,1429,643271.9439,2735457.4931,2,0.0270317
2222,11531,647346.9559,2776612.8116,3,0.02702674
2224,3882,659245.0576,2745511.8955,4,0.0270249
2223,1599,647917.2159,2735988.6981,4,0.0270249
2225,2598,654594.5795,2739389.7312,4,0.02701204
2226,6332,668871.128,2754174.3446,3,0.02701133
2228,11011,663752.7949,2771337.9293,1,0.02701034
2227,10921,663188.954,2769759.565,1,0.02701034
2229,5009,654205.4893,2751343.2284,2,0.02700752
2230,8271,660194.2411,2757940.523,2,0.02700582
2231,2213,657339.802,2738254.053,4,0.0270037
2232,14204,661234.2776,2755301.8092,3,0.02699961
2233,4435,659983.8182,2749943.1916,1,0.0269958
