u,v,euclid_dist,source
6353,8941,3193.7,vaccine
6931,9827,2775.0,vaccine
7297,9850,3536.6,vaccine
7697,10754,3414.7,vaccine
5672,7604,4096.2,vaccine
9804,11856,2671.3,vaccine
10280,11935,2516.9,vaccine
5646,7088,4896.1,vaccine
6358,7108,1645.3,vaccine
7351,9927,3250.1,vaccine
6942,7450,1755.7,vaccine
7645,8803,2267.3,vaccine
9356,33613,2545.5,vaccine
9881,33636,3853.3,vaccine
8941,9717,3177.2,vaccine
30713,30719,1179.2,vaccine
6875,9881,3649.9,vaccine
8325,33572,2702.9,vaccine
6424,7196,963.7,vaccine
6853,7199,440.5,vaccine
6881,10754,2750.9,vaccine
8214,8952,2253.5,vaccine
3837,6420,3675.8,vaccine
5562,7152,2210.8,vaccine
6428,7471,2025.7,vaccine
7751,12109,4342.7,vaccine
18482,19205,1388.1,vaccine
17639,17931,2212.9,vaccine
7740,9778,1774.0,vaccine
8240,9782,4574.3,vaccine
19962,20501,835.7,vaccine
3496,8119,4740.4,vaccine
6087,8850,4854.8,vaccine
7064,11856,3400.7,vaccine
7332,11935,3032.2,vaccine
7143,33636,3132.6,vaccine
7061,7588,2150.2,vaccine
9121,9887,1076.6,vaccine
5861,8249,2860.7,vaccine
3590,6443,4064.2,vaccine
12208,33572,4433.6,vaccine
6404,7542,1111.4,vaccine
7434,12326,3523.8,vaccine
7066,7902,731.9,vaccine
7707,12339,3597.3,vaccine
3372,8201,4957.4,vaccine
6977,12109,4671.7,vaccine
9403,10008,1532.7,vaccine
6580,33707,2696.6,vaccine
6971,7620,1986.4,vaccine
7441,8137,937.8,vaccine
18512,19965,2241.8,vaccine
9431,11935,2534.0,vaccine
6539,9287,2003.6,vaccine
12057,33636,3104.4,vaccine
6481,7971,1961.4,vaccine
8482,11126,2072.4,vaccine
7110,7676,4001.2,vaccine
17978,18477,1007.0,vaccine
7548,8952,2849.3,vaccine
8603,12109,3900.9,vaccine
6685,10008,4185.8,vaccine
6557,7703,1156.6,vaccine
6175,9957,3851.2,vaccine
8529,10183,3883.2,vaccine
6585,9565,3539.5,vaccine
6170,7243,4227.8,vaccine
6567,8249,2234.8,vaccine
7243,9106,1796.1,vaccine
8538,12339,4564.4,vaccine
6335,10052,4982.6,vaccine
17931,19751,2620.3,vaccine
7196,8508,4949.3,vaccine
7600,9376,2270.8,vaccine
6256,9643,4857.4,vaccine
4370,7277,3633.7,vaccine
18082,19965,3501.8,vaccine
7200,9287,3490.9,vaccine
18327,19986,3395.0,vaccine
5003,7313,3411.8,vaccine
6266,7318,1241.8,vaccine
6663,8546,4334.7,vaccine
6255,6600,1944.0,vaccine
17998,18672,1580.7,vaccine
18430,18477,2235.0,vaccine
5315,7645,4543.7,vaccine
6725,10285,2344.9,vaccine
7588,10014,3744.9,vaccine
6678,6755,1616.4,vaccine
7947,8444,1609.4,vaccine
4622,7337,3154.0,vaccine
6368,7707,3328.6,vaccine
7257,9565,2895.2,vaccine
6719,7243,2315.2,vaccine
7649,10183,2783.2,vaccine
7995,10204,4505.7,vaccine
18371,18504,2723.6,vaccine
18387,20128,4771.8,vaccine
6302,6381,2932.2,vaccine
2919,4022,1789.3,vaccine
6845,7297,2352.5,vaccine
7268,7299,3639.7,vaccine
