u,v,euclid_dist,source
1826,2878,3918.7,vaccine
2606,2909,4473.5,vaccine
6491,20333,4785.4,vaccine
810,1258,2194.7,vaccine
2699,3798,4417.2,vaccine
12731,13305,1693.6,vaccine
2871,3085,1673.0,vaccine
17931,19352,4729.8,vaccine
4865,6532,4887.4,vaccine
11249,13575,4520.2,vaccine
10738,10893,748.0,vaccine
11972,13767,3265.3,vaccine
9088,9471,1846.4,vaccine
460,598,1059.2,vaccine
3042,4093,4588.5,vaccine
6194,6484,2989.2,vaccine
973,2057,3105.7,vaccine
1833,1923,4510.3,vaccine
2173,3208,2966.4,vaccine
11242,11585,2888.4,vaccine
3188,4638,3940.7,vaccine
484,965,3595.7,vaccine
1747,2057,4540.6,vaccine
4060,4815,3168.9,vaccine
663,1083,3197.3,vaccine
5152,5991,2712.4,vaccine
14316,21292,310.6,vaccine
17821,18641,4390.3,vaccine
1932,3188,3469.3,vaccine
2848,3208,3464.7,vaccine
18236,18759,2681.4,vaccine
1858,2412,1610.0,vaccine
3069,3338,4253.3,vaccine
11457,12732,2787.5,vaccine
2573,3762,2736.2,vaccine
11808,12656,1697.0,vaccine
18523,18641,2013.5,vaccine
12115,12926,1019.5,vaccine
4851,4960,2249.0,vaccine
5223,6194,4728.0,vaccine
1809,2554,2374.6,vaccine
4392,5024,4811.3,vaccine
349,1084,4468.5,vaccine
3970,4249,2586.9,vaccine
5574,6194,2777.0,vaccine
8067,10015,4313.9,vaccine
1135,2433,4367.3,vaccine
4093,4818,3209.1,vaccine
5060,6296,3649.9,vaccine
792,1084,1935.9,vaccine
2099,3910,3492.7,vaccine
13216,13566,3393.1,vaccine
15564,15574,2034.6,vaccine
18682,19255,3361.5,vaccine
3723,3843,1215.5,vaccine
1918,2433,3086.9,vaccine
3765,5138,4287.6,vaccine
1258,2814,4957.8,vaccine
9745,11218,3237.4,vaccine
876,1596,4156.8,vaccine
2081,2642,1708.5,vaccine
6037,6389,2418.0,vaccine
1750,3843,4583.1,vaccine
4395,4453,663.3,vaccine
4109,5138,4831.0,vaccine
13542,15992,4737.8,vaccine
3223,3765,3993.5,vaccine
1325,1596,3460.1,vaccine
18273,18512,2255.5,vaccine
10025,12033,4296.4,vaccine
5028,5163,4903.7,vaccine
2321,3843,3215.9,vaccine
3148,3856,1500.9,vaccine
10847,11258,3218.6,vaccine
11826,11972,1562.9,vaccine
2699,2814,493.6,vaccine
2162,3080,2405.4,vaccine
7241,7258,1509.7,vaccine
11235,11483,4667.1,vaccine
2176,3921,3640.0,vaccine
11249,12033,4735.0,vaccine
4958,6477,4377.2,vaccine
404,810,3053.0,vaccine
2057,3184,4679.7,vaccine
17725,18539,1329.0,vaccine
8168,9437,4036.8,vaccine
2845,3080,2344.7,vaccine
2857,3921,2319.4,vaccine
4153,4519,4768.8,vaccine
5857,6480,3316.0,vaccine
7772,8000,3673.8,vaccine
2759,3184,2449.0,vaccine
8824,9437,3320.0,vaccine
8305,9862,4347.4,vaccine
2916,3323,2158.7,vaccine
2699,4546,4786.3,vaccine
1001,1922,2193.3,vaccine
13208,13826,3776.8,vaccine
6155,6480,2042.0,vaccine
19542,19808,3495.2,vaccine
347,995,4229.4,vaccine
928,1001,1585.7,vaccine
4460,4634,1209.4,vaccine
