rank,u,v,source,cost_m,vaccine_score
1619,6186,11399,vaccine,2384.0,5.0
1620,8144,12854,vaccine,2574.9,5.0
1621,7506,13048,vaccine,3405.8,5.0
1622,8643,10933,vaccine,1285.7,5.0
1623,8511,10305,vaccine,2260.4,5.0
1624,5446,11989,vaccine,3646.0,5.0
1625,8508,10723,vaccine,4807.4,5.0
1626,7708,8652,vaccine,3441.0,5.0
1627,7191,12468,vaccine,4907.9,5.0
1628,8234,12904,vaccine,3415.5,5.0
1629,7132,8990,vaccine,2614.0,5.0
1630,6412,12910,vaccine,4378.0,5.0
1631,5068,10933,vaccine,2867.4,5.0
1632,12058,12570,vaccine,3481.0,5.0
1633,8652,10058,vaccine,2122.1,5.0
1634,7132,10793,vaccine,4736.5,5.0
1635,11813,12300,vaccine,3637.6,5.0
1636,7028,10571,vaccine,1862.2,5.0
1637,7016,10431,vaccine,2672.8,5.0
1638,7028,8125,vaccine,4378.6,5.0
1639,13006,15079,vaccine,4067.4,5.0
1640,9352,13604,vaccine,2707.3,5.0
1641,5083,12999,vaccine,4368.4,5.0
1642,6994,10677,vaccine,1953.1,5.0
1643,12396,15079,vaccine,4702.5,5.0
1644,10797,12361,vaccine,1210.2,5.0
1645,7132,12468,vaccine,4918.8,5.0
1646,4977,13321,vaccine,4932.2,5.0
1647,5083,8643,vaccine,2382.0,5.0
1648,6412,10193,vaccine,3698.3,5.0
1649,6855,12396,vaccine,2750.7,5.0
1650,7132,10315,vaccine,3706.8,5.0
1651,4977,11039,vaccine,4099.7,5.0
1652,7362,12058,vaccine,3140.3,5.0
1653,12058,14656,vaccine,2601.0,5.0
1654,6412,7509,vaccine,3839.6,5.0
1655,9815,12904,vaccine,3585.3,5.0
1656,4977,13006,vaccine,4495.4,5.0
1657,6779,7191,vaccine,4650.6,5.0
1658,8758,13343,vaccine,2974.8,5.0
1659,8750,10813,vaccine,941.9,5.0
1660,8754,10933,vaccine,1519.8,5.0
1661,24483,25006,vaccine,3405.4,5.0
1662,10921,15079,vaccine,4500.6,5.0
1663,8125,8670,vaccine,2841.6,5.0
1664,8652,12999,vaccine,2939.7,5.0
1665,8368,12814,vaccine,2560.1,5.0
1666,4977,12457,vaccine,3674.6,5.0
1667,7028,11399,vaccine,4568.6,5.0
1668,14188,14853,vaccine,760.5,5.0
1669,4977,10305,vaccine,2805.9,5.0
1670,12058,13020,vaccine,2818.8,5.0
1671,4977,7708,vaccine,3375.7,5.0
1672,8316,12300,vaccine,2600.9,5.0
1673,7509,13048,vaccine,3984.5,5.0
1674,10677,11509,vaccine,3510.4,5.0
1675,5058,11813,vaccine,3598.4,5.0
1676,8643,8750,vaccine,1909.1,5.0
1677,7096,10586,vaccine,3332.1,5.0
1678,7191,12425,vaccine,2456.6,5.0
1679,7191,10207,vaccine,3378.0,5.0
1680,7132,10712,vaccine,4648.6,5.0
1681,6465,8714,vaccine,2173.3,5.0
1682,5068,8750,vaccine,1707.1,5.0
1683,7028,10431,vaccine,2785.5,5.0
1684,6412,8234,vaccine,4948.8,5.0
1685,4978,6855,vaccine,2847.2,5.0
1686,6616,12854,vaccine,3123.5,5.0
1687,10677,10797,vaccine,914.4,5.0
1688,12904,14809,vaccine,1677.0,5.0
1689,8144,15079,vaccine,4417.5,5.0
1690,24568,26478,vaccine,4891.4,5.0
1691,8750,13692,vaccine,2923.4,5.0
1692,5099,12999,vaccine,4366.8,5.0
1693,10586,13048,vaccine,2516.4,5.0
1694,10193,13343,vaccine,4593.3,5.0
1695,8144,11989,vaccine,3401.5,5.0
1696,5463,10677,vaccine,3279.4,5.0
1697,5463,8368,vaccine,3182.2,5.0
1698,12396,14853,vaccine,3062.0,5.0
1699,5099,8643,vaccine,2384.4,5.0
1700,8368,13694,vaccine,4318.1,5.0
1701,6465,10362,vaccine,2846.3,5.0
1702,7191,14168,vaccine,4112.9,5.0
1703,8652,13604,vaccine,3668.4,5.0
1704,6465,7755,vaccine,4887.6,5.0
1705,9262,12854,vaccine,2104.0,5.0
1706,9930,13048,vaccine,4937.0,5.0
1707,8368,9252,vaccine,2224.6,5.0
1708,6804,7191,vaccine,3549.7,5.0
1709,6652,6855,vaccine,1585.3,5.0
1710,7041,7132,vaccine,4856.1,5.0
1711,11852,12058,vaccine,4661.1,5.0
1712,7096,13692,vaccine,3853.1,5.0
1713,9375,13048,vaccine,3464.1,5.0
1714,8758,10933,vaccine,2254.4,5.0
1715,9047,13356,vaccine,2858.3,5.0
1716,10921,14853,vaccine,3204.7,5.0
1717,8750,10485,vaccine,2291.8,5.0
1718,8865,10677,vaccine,3115.2,5.0
1719,5083,9820,vaccine,4553.6,5.0
1720,7708,8750,vaccine,3542.5,5.0
1721,7755,10933,vaccine,2815.2,5.0
1722,7191,12871,vaccine,4141.0,5.0
1723,7191,10636,vaccine,3254.6,5.0
1724,12058,12931,vaccine,2496.7,5.0
1725,6855,9252,vaccine,4335.0,5.0
1726,10797,10933,vaccine,1947.9,5.0
1727,7132,11283,vaccine,4884.1,5.0
1728,10723,11455,vaccine,2332.8,5.0
1729,7016,12794,vaccine,4299.8,5.0
1730,5058,9464,vaccine,4725.3,5.0
1731,6696,12904,vaccine,4830.1,5.0
1732,6186,10797,vaccine,4183.2,5.0
1733,9718,11989,vaccine,2684.8,5.0
1734,7096,10485,vaccine,3617.8,5.0
1735,5446,13343,vaccine,4653.2,5.0
1736,6855,10742,vaccine,3981.9,5.0
1737,7132,12871,vaccine,4153.1,5.0
1738,7191,10107,vaccine,3579.3,5.0
1739,5083,9047,vaccine,3630.9,5.0
1740,6855,12720,vaccine,3375.5,5.0
1741,8652,9820,vaccine,3962.9,5.0
1742,7132,10636,vaccine,3265.2,5.0
1743,8652,14841,vaccine,4326.4,5.0
1744,6652,12300,vaccine,3937.8,5.0
1745,12058,15871,vaccine,4462.0,5.0
1746,7132,12570,vaccine,3945.7,5.0
1747,4977,9375,vaccine,3730.7,5.0
1748,11989,14953,vaccine,4648.4,5.0
1749,4977,6616,vaccine,2279.9,5.0
1750,12361,14188,vaccine,2803.9,5.0
1751,8144,14853,vaccine,4317.0,5.0
1752,9352,13321,vaccine,2658.4,5.0
1753,5058,10742,vaccine,2619.0,5.0
1754,4977,6299,vaccine,1176.1,5.0
1755,5058,8615,vaccine,3393.3,5.0
1756,11164,12058,vaccine,1562.8,5.0
1757,7132,12061,vaccine,2312.0,5.0
1758,10431,14853,vaccine,3258.5,5.0
1759,8652,9047,vaccine,3048.8,5.0
1760,4978,8511,vaccine,3601.0,5.0
1761,6618,12058,vaccine,2615.9,5.0
1762,7305,13356,vaccine,3914.4,5.0
1763,6616,11989,vaccine,4428.9,5.0
1764,26231,26453,vaccine,2163.7,5.0
1765,6186,11669,vaccine,2511.3,5.0
1766,10677,11933,vaccine,2873.2,5.0
1767,19635,22429,vaccine,4846.3,5.0
1768,9352,12457,vaccine,2609.4,5.0
1769,7016,9179,vaccine,4176.2,5.0
1770,5099,9820,vaccine,4544.6,5.0
1771,7484,12854,vaccine,4918.6,5.0
1772,9352,10305,vaccine,4514.4,5.0
1773,6299,11455,vaccine,2388.0,5.0
1774,11455,11538,vaccine,2865.5,5.0
1775,9262,15079,vaccine,3914.9,5.0
1776,7191,12790,vaccine,3859.7,5.0
1777,6412,13172,vaccine,4326.8,5.0
1778,9262,11989,vaccine,3077.6,5.0
1779,8670,12814,vaccine,2781.3,5.0
1780,14853,14953,vaccine,2202.4,5.0
1781,23860,24474,vaccine,4815.9,5.0
1782,12058,12573,vaccine,3701.3,5.0
1783,11989,12375,vaccine,3802.2,5.0
1784,5058,9414,vaccine,4075.8,5.0
1785,6186,10723,vaccine,2752.7,5.0
1786,8144,12361,vaccine,3721.4,5.0
1787,8750,11813,vaccine,2156.0,5.0
1788,6186,8565,vaccine,4466.0,5.0
1789,6465,12910,vaccine,4362.3,5.0
1790,7096,12396,vaccine,4301.3,5.0
1791,5083,11039,vaccine,4185.6,5.0
1792,5099,9047,vaccine,3622.0,5.0
1793,25918,26478,vaccine,1822.8,5.0
1794,6994,12904,vaccine,3619.6,5.0
1795,7191,15103,vaccine,4981.1,5.0
1796,10571,12854,vaccine,4285.5,5.0
1797,5083,13006,vaccine,4487.8,5.0
1798,5446,10933,vaccine,2791.7,5.0
1799,7191,12008,vaccine,4653.8,5.0
1800,5653,8652,vaccine,4489.3,5.0
1801,7132,12475,vaccine,2602.3,5.0
1802,5028,6855,vaccine,3244.0,5.0
1803,6412,10201,vaccine,4949.8,5.0
1804,6465,7919,vaccine,4997.5,5.0
1805,12015,12058,vaccine,3861.1,5.0
1806,8565,12300,vaccine,2535.1,5.0
1807,4948,8670,vaccine,4486.4,5.0
1808,4977,6204,vaccine,3127.2,5.0
1809,8125,13356,vaccine,3108.1,5.0
1810,11255,12058,vaccine,4111.9,5.0
1811,12904,13604,vaccine,3424.6,5.0
1812,6652,7016,vaccine,1658.0,5.0
1813,7096,11813,vaccine,2202.2,5.0
1814,8565,11989,vaccine,2445.5,5.0
1815,8511,10921,vaccine,2527.1,5.0
1816,7016,11933,vaccine,4503.6,5.0
1817,8316,8652,vaccine,3657.6,5.0
1818,8511,8865,vaccine,1343.9,5.0
1819,5083,12457,vaccine,3536.4,5.0
1820,6186,7305,vaccine,3113.2,5.0
1821,4978,12854,vaccine,4615.0,5.0
1822,8670,13694,vaccine,4749.7,5.0
1823,5083,10305,vaccine,2830.9,5.0
1824,7191,9172,vaccine,3171.7,5.0
1825,7191,13262,vaccine,3437.6,5.0
1826,12300,13321,vaccine,3813.3,5.0
1827,24483,25022,vaccine,3644.3,5.0
1828,5083,7708,vaccine,3528.9,5.0
1829,8652,13006,vaccine,3118.6,5.0
1830,8670,9252,vaccine,2929.4,5.0
1831,28416,28597,vaccine,575.2,5.0
1832,8022,11455,vaccine,2722.1,5.0
1833,7191,8874,vaccine,2254.9,5.0
1834,6855,6974,vaccine,1630.0,5.0
1835,7028,9179,vaccine,4309.0,5.0
1836,9718,12361,vaccine,2564.9,5.0
1837,8750,12348,vaccine,2674.8,5.0
1838,9262,14853,vaccine,3785.6,5.0
1839,7191,12648,vaccine,3758.7,5.0
1840,7016,8754,vaccine,3377.5,5.0
1841,8652,12457,vaccine,1939.4,5.0
1842,7132,13262,vaccine,3449.7,5.0
1843,5028,12300,vaccine,3854.3,5.0
1844,5446,7028,vaccine,3617.1,5.0
1845,6204,12904,vaccine,4027.7,5.0
1846,8652,10305,vaccine,1799.9,5.0
1847,7132,8874,vaccine,2252.9,5.0
1848,7132,12931,vaccine,3558.4,5.0
1849,10723,13048,vaccine,2098.6,5.0
1850,12058,12482,vaccine,3566.6,5.0
1851,4977,11666,vaccine,3435.6,5.0
1852,6186,12878,vaccine,3353.7,5.0
1853,5099,13321,vaccine,4760.5,5.0
1854,5099,11039,vaccine,4188.4,5.0
1855,7096,12348,vaccine,2613.7,5.0
1856,8750,9464,vaccine,4122.5,5.0
1857,5099,13006,vaccine,4486.7,5.0
1858,24555,26004,vaccine,4250.0,5.0
1859,7484,11989,vaccine,2153.0,5.0
1860,7191,11929,vaccine,2302.2,5.0
1861,5446,8750,vaccine,1502.0,5.0
1862,6855,10362,vaccine,2856.6,5.0
1863,7191,9556,vaccine,4717.7,5.0
1864,6804,12058,vaccine,4707.0,5.0
1865,6412,10058,vaccine,3784.6,5.0
1866,4977,10921,vaccine,3017.9,5.0
1867,8368,9262,vaccine,2212.1,5.0
1868,9252,13356,vaccine,2622.6,5.0
1869,6616,12361,vaccine,4749.9,5.0
1870,7028,11933,vaccine,4621.4,5.0
1871,5099,12457,vaccine,3530.2,5.0
1872,7096,13694,vaccine,3813.9,5.0
1873,5099,10305,vaccine,2831.3,5.0
1874,5058,10362,vaccine,2543.9,5.0
1875,5099,7708,vaccine,3534.6,5.0
1876,5058,7755,vaccine,3612.5,5.0
1877,24489,25256,vaccine,4232.5,5.0
1878,9262,12361,vaccine,3389.0,5.0
1879,7132,11550,vaccine,2303.5,5.0
1880,7132,9394,vaccine,3095.8,5.0
1881,6652,8652,vaccine,4923.7,5.0
1882,5058,9718,vaccine,4732.3,5.0
1883,10677,11434,vaccine,3192.1,5.0
1884,7016,10807,vaccine,2199.0,5.0
1885,7096,8615,vaccine,1797.6,5.0
1886,7096,12720,vaccine,3901.5,5.0
1887,9414,12300,vaccine,2240.5,5.0
1888,6299,13048,vaccine,3599.8,5.0
1889,4978,11989,vaccine,3543.7,5.0
1890,5083,9375,vaccine,3514.1,5.0
1891,6465,12999,vaccine,4563.7,5.0
1892,7191,12367,vaccine,2558.2,5.0
1893,5083,6616,vaccine,2061.1,5.0
1894,7191,10126,vaccine,2341.0,5.0
1895,8647,12058,vaccine,3834.9,5.0
1896,4977,11543,vaccine,3437.1,5.0
1897,6465,8643,vaccine,3347.4,5.0
1898,5068,8670,vaccine,4253.8,5.0
1899,12854,15833,vaccine,3805.5,5.0
1900,5083,6299,vaccine,961.7,5.0
1901,5463,13048,vaccine,3956.8,5.0
1902,12058,15875,vaccine,4463.0,5.0
1903,10528,13356,vaccine,2033.4,5.0
1904,5028,7016,vaccine,3205.1,5.0
1905,8565,12361,vaccine,2420.6,5.0
1906,5058,8923,vaccine,3681.8,5.0
1907,24486,25256,vaccine,4237.7,5.0
1908,10699,12058,vaccine,1788.5,5.0
1909,6974,12300,vaccine,3874.3,5.0
1910,9718,10933,vaccine,3300.7,5.0
1911,8368,13172,vaccine,4955.8,5.0
1912,6855,9930,vaccine,1777.5,5.0
1913,7132,12105,vaccine,4800.4,5.0
1914,12904,13321,vaccine,2982.9,5.0
1915,4977,8316,vaccine,3708.3,5.0
1916,9047,11455,vaccine,2251.5,5.0
1917,14870,15079,vaccine,1653.5,5.0
1918,26231,26478,vaccine,1626.0,5.0
1919,8511,10571,vaccine,1732.6,5.0
1920,10933,14870,vaccine,3162.2,5.0
1921,7016,11434,vaccine,4721.9,5.0
1922,8125,10677,vaccine,3317.4,5.0
1923,18816,19635,vaccine,3346.3,5.0
1924,7191,13020,vaccine,3814.7,5.0
1925,8125,8368,vaccine,2095.8,5.0
1926,7478,13356,vaccine,3980.3,5.0
1927,10707,12058,vaccine,3817.1,5.0
1928,6994,7096,vaccine,4407.5,5.0
1929,7191,8666,vaccine,1648.1,5.0
1930,8022,13048,vaccine,4206.5,5.0
1931,7132,13352,vaccine,3484.0,5.0
1932,7132,11093,vaccine,2979.0,5.0
1933,7016,12940,vaccine,3803.2,5.0
1934,7028,10807,vaccine,2287.2,5.0
1935,10126,12058,vaccine,2615.0,5.0
1936,5099,11538,vaccine,4993.4,5.0
1937,4977,7212,vaccine,3263.3,5.0
1938,6616,10933,vaccine,3477.3,5.0
1939,6186,12940,vaccine,3801.5,5.0
1940,8565,8652,vaccine,3703.0,5.0
1941,5099,9375,vaccine,3505.2,5.0
1942,6565,10677,vaccine,2122.2,5.0
1943,7484,12361,vaccine,2327.0,5.0
1944,5463,6465,vaccine,1276.5,5.0
1945,30344,30753,vaccine,3052.5,5.0
1946,5099,6616,vaccine,2052.3,5.0
1947,5058,6652,vaccine,4835.4,5.0
1948,6855,12910,vaccine,3572.7,5.0
1949,9352,11666,vaccine,4658.5,5.0
1950,6974,8511,vaccine,1298.4,5.0
1951,10813,12854,vaccine,1918.8,5.0
1952,5099,6299,vaccine,952.9,5.0
1953,7132,10577,vaccine,2545.8,5.0
1954,8652,14643,vaccine,3955.4,5.0
1955,5083,6204,vaccine,3305.8,5.0
1956,7132,8128,vaccine,4137.5,5.0
1957,8511,11399,vaccine,4745.5,5.0
1958,5058,12910,vaccine,4205.9,5.0
1959,11550,12058,vaccine,1629.8,5.0
1960,8508,14188,vaccine,4632.9,5.0
1961,9352,10921,vaccine,4399.8,5.0
1962,6412,14841,vaccine,4913.8,5.0
1963,7132,15106,vaccine,4990.3,5.0
1964,10742,14853,vaccine,3021.9,5.0
1965,6855,9815,vaccine,1664.5,5.0
1966,7132,12015,vaccine,4045.0,5.0
1967,6465,9820,vaccine,2941.5,5.0
1968,10107,12058,vaccine,3949.0,5.0
1969,7132,9699,vaccine,4840.0,5.0
1970,4977,10571,vaccine,3263.3,5.0
1971,8670,9262,vaccine,2916.2,5.0
1972,5028,8652,vaccine,1694.0,5.0
1973,6412,6994,vaccine,4583.1,5.0
1974,6464,7191,vaccine,3374.1,5.0
1975,4977,8125,vaccine,1977.1,5.0
1976,7028,11434,vaccine,4844.9,5.0
1977,9252,10677,vaccine,3088.7,5.0
1978,5058,10193,vaccine,2963.9,5.0
1979,12361,12814,vaccine,4289.3,5.0
1980,6186,11553,vaccine,4098.7,5.0
1981,8511,10431,vaccine,2916.6,5.0
1982,5058,7509,vaccine,2596.6,5.0
1983,9464,12854,vaccine,3091.3,5.0
1984,9454,12058,vaccine,1470.2,5.0
1985,8750,10362,vaccine,1198.0,5.0
1986,5058,9815,vaccine,4738.9,5.0
1987,5463,7096,vaccine,1276.0,5.0
1988,10431,13343,vaccine,3730.5,5.0
1989,7191,12655,vaccine,4101.1,5.0
1990,7096,8714,vaccine,2206.1,5.0
1991,9414,12361,vaccine,2111.4,5.0
1992,5083,11666,vaccine,3439.6,5.0
1993,7132,13265,vaccine,3396.2,5.0
1994,7028,12940,vaccine,3882.6,5.0
1995,6465,9047,vaccine,2030.5,5.0
1996,11553,12854,vaccine,2351.8,5.0
1997,4948,11455,vaccine,3342.6,5.0
1998,12814,14853,vaccine,2845.4,5.0
1999,5463,6412,vaccine,1278.9,5.0
2000,7096,10362,vaccine,2547.1,5.0
